<TICKER>;<PER>;<DATE>;<TIME>;<LAST>;<VOL>
GAZP;0;240508;102640;154.7;10
GAZP;0;240508;102640;154.7;10
GAZP;0;240508;102640;154.7;10
GAZP;0;240508;102640;154.7;20
GAZP;0;240508;102640;154.7;50
GAZP;0;240508;102640;154.7;20
GAZP;0;240508;102640;154.7;10
GAZP;0;240508;102640;154.7;50
GAZP;0;240508;102640;154.7;120
GAZP;0;240508;102640;154.7;10
GAZP;0;240508;102640;154.7;390
GAZP;0;240508;102640;154.7;10
GAZP;0;240508;102640;154.7;50
GAZP;0;240508;102640;154.7;10
GAZP;0;240508;102640;154.7;100
GAZP;0;240508;102640;154.7;500
GAZP;0;240508;102640;154.7;10
GAZP;0;240508;102640;154.7;10
GAZP;0;240508;102640;154.7;10
GAZP;0;240508;102640;154.7;4000
GAZP;0;240508;102640;154.7;20
GAZP;0;240508;102641;154.7;500
GAZP;0;240508;102641;154.7;10
GAZP;0;240508;102643;154.7;10
GAZP;0;240508;102643;154.69;10
GAZP;0;240508;102643;154.69;10
GAZP;0;240508;102643;154.68;110
GAZP;0;240508;102643;154.68;10
GAZP;0;240508;102643;154.68;10
GAZP;0;240508;102643;154.67;50
GAZP;0;240508;102643;154.67;20
GAZP;0;240508;102643;154.67;10
GAZP;0;240508;102643;154.66;20
GAZP;0;240508;102643;154.66;30
GAZP;0;240508;102643;154.66;100
GAZP;0;240508;102643;154.66;10
GAZP;0;240508;102643;154.65;100
GAZP;0;240508;102643;154.65;100
GAZP;0;240508;102643;154.65;10
GAZP;0;240508;102643;154.64;150
GAZP;0;240508;102643;154.64;50
GAZP;0;240508;102643;154.64;40
GAZP;0;240508;102643;154.64;20
GAZP;0;240508;102643;154.64;10
GAZP;0;240508;102643;154.64;20
GAZP;0;240508;102643;154.64;10
GAZP;0;240508;102643;154.64;100
GAZP;0;240508;102643;154.65;10
GAZP;0;240508;102643;154.63;250
GAZP;0;240508;102643;154.63;50
GAZP;0;240508;102643;154.63;200
GAZP;0;240508;102643;154.63;150
GAZP;0;240508;102643;154.63;100
GAZP;0;240508;102643;154.63;120
GAZP;0;240508;102643;154.63;10
GAZP;0;240508;102643;154.63;10
GAZP;0;240508;102643;154.62;1400
GAZP;0;240508;102644;154.63;50
GAZP;0;240508;102646;154.63;1930
GAZP;0;240508;102647;154.62;1000
GAZP;0;240508;102647;154.63;10
GAZP;0;240508;102647;154.63;10
GAZP;0;240508;102651;154.63;10
GAZP;0;240508;102652;154.63;10
GAZP;0;240508;102652;154.63;10
GAZP;0;240508;102653;154.63;30
GAZP;0;240508;102654;154.63;90
GAZP;0;240508;102656;154.63;10
GAZP;0;240508;102657;154.63;300
GAZP;0;240508;102657;154.63;10
GAZP;0;240508;102657;154.63;20
GAZP;0;240508;102657;154.63;20
GAZP;0;240508;102703;154.63;10
GAZP;0;240508;102703;154.63;10
GAZP;0;240508;102703;154.63;10
GAZP;0;240508;102707;154.62;600
GAZP;0;240508;102707;154.63;10
GAZP;0;240508;102707;154.63;10
GAZP;0;240508;102708;154.62;10
GAZP;0;240508;102711;154.63;20
GAZP;0;240508;102713;154.63;10
GAZP;0;240508;102713;154.63;10
GAZP;0;240508;102713;154.62;20
GAZP;0;240508;102713;154.63;10
GAZP;0;240508;102715;154.63;100
GAZP;0;240508;102715;154.63;30
GAZP;0;240508;102718;154.63;10
GAZP;0;240508;102719;154.63;10
GAZP;0;240508;102719;154.63;10
GAZP;0;240508;102720;154.63;20
GAZP;0;240508;102720;154.63;20
GAZP;0;240508;102725;154.62;200
GAZP;0;240508;102725;154.63;10
GAZP;0;240508;102725;154.63;10
GAZP;0;240508;102729;154.63;10
GAZP;0;240508;102730;154.63;20
GAZP;0;240508;102730;154.62;50
GAZP;0;240508;102730;154.63;10
GAZP;0;240508;102730;154.63;10
GAZP;0;240508;102731;154.63;10
GAZP;0;240508;102732;154.62;10
GAZP;0;240508;102733;154.63;20
GAZP;0;240508;102735;154.63;50
GAZP;0;240508;102735;154.63;50
GAZP;0;240508;102735;154.63;20
GAZP;0;240508;102735;154.63;120
GAZP;0;240508;102735;154.63;10
GAZP;0;240508;102735;154.63;10
GAZP;0;240508;102736;154.63;30
GAZP;0;240508;102738;154.63;20
GAZP;0;240508;102738;154.63;10
GAZP;0;240508;102740;154.63;20
GAZP;0;240508;102740;154.63;20
GAZP;0;240508;102741;154.62;110
GAZP;0;240508;102741;154.63;60
GAZP;0;240508;102742;154.63;20
GAZP;0;240508;102742;154.63;2240
GAZP;0;240508;102742;154.63;100
GAZP;0;240508;102742;154.63;50
GAZP;0;240508;102742;154.66;480
GAZP;0;240508;102742;154.67;20
GAZP;0;240508;102742;154.68;340
GAZP;0;240508;102742;154.65;10
GAZP;0;240508;102743;154.65;100
GAZP;0;240508;102743;154.66;30
GAZP;0;240508;102744;154.65;1000
GAZP;0;240508;102744;154.63;500
GAZP;0;240508;102745;154.65;10
GAZP;0;240508;102745;154.65;10
GAZP;0;240508;102747;154.65;20
GAZP;0;240508;102750;154.65;10
GAZP;0;240508;102755;154.64;10
GAZP;0;240508;102755;154.63;10
GAZP;0;240508;102755;154.63;10
GAZP;0;240508;102756;154.64;10
GAZP;0;240508;102759;154.63;10
GAZP;0;240508;102800;154.64;10
GAZP;0;240508;102800;154.64;20
GAZP;0;240508;102801;154.64;20
GAZP;0;240508;102803;154.63;30
GAZP;0;240508;102805;154.64;10
GAZP;0;240508;102809;154.64;20
GAZP;0;240508;102809;154.64;500
GAZP;0;240508;102809;154.64;2000
GAZP;0;240508;102809;154.65;80
GAZP;0;240508;102810;154.65;20
GAZP;0;240508;102810;154.65;20
GAZP;0;240508;102815;154.66;10
GAZP;0;240508;102817;154.65;200
GAZP;0;240508;102817;154.65;10
GAZP;0;240508;102820;154.66;10
GAZP;0;240508;102824;154.66;20
GAZP;0;240508;102825;154.66;10
GAZP;0;240508;102827;154.66;20
GAZP;0;240508;102827;154.66;10
GAZP;0;240508;102828;154.66;10
GAZP;0;240508;102829;154.66;410
GAZP;0;240508;102829;154.66;630
GAZP;0;240508;102829;154.66;960
GAZP;0;240508;102830;154.66;10
GAZP;0;240508;102831;154.65;10
GAZP;0;240508;102831;154.65;100
GAZP;0;240508;102833;154.64;2010
GAZP;0;240508;102834;154.64;100
GAZP;0;240508;102835;154.65;20
GAZP;0;240508;102838;154.65;80
GAZP;0;240508;102840;154.64;390
GAZP;0;240508;102840;154.64;10
GAZP;0;240508;102840;154.64;10
GAZP;0;240508;102841;154.64;20
GAZP;0;240508;102842;154.64;10
GAZP;0;240508;102842;154.63;10
GAZP;0;240508;102845;154.64;10
GAZP;0;240508;102846;154.64;20
GAZP;0;240508;102848;154.63;240
GAZP;0;240508;102848;154.63;40
GAZP;0;240508;102848;154.63;20
GAZP;0;240508;102848;154.63;70
GAZP;0;240508;102850;154.64;10
GAZP;0;240508;102851;154.63;50
GAZP;0;240508;102851;154.63;380
GAZP;0;240508;102851;154.63;120
GAZP;0;240508;102854;154.64;20
GAZP;0;240508;102855;154.64;10
GAZP;0;240508;102855;154.64;20
GAZP;0;240508;102900;154.64;10
GAZP;0;240508;102902;154.64;10
GAZP;0;240508;102902;154.64;450
GAZP;0;240508;102902;154.65;290
GAZP;0;240508;102902;154.66;1090
GAZP;0;240508;102902;154.66;1500
GAZP;0;240508;102902;154.66;10
GAZP;0;240508;102902;154.67;880
GAZP;0;240508;102905;154.66;10
GAZP;0;240508;102905;154.65;20
GAZP;0;240508;102907;154.65;20
GAZP;0;240508;102909;154.66;10
GAZP;0;240508;102910;154.66;10
GAZP;0;240508;102915;154.65;20
GAZP;0;240508;102915;154.65;10
GAZP;0;240508;102915;154.64;80
GAZP;0;240508;102915;154.64;10
GAZP;0;240508;102915;154.63;130
GAZP;0;240508;102915;154.63;70
GAZP;0;240508;102915;154.63;180
GAZP;0;240508;102915;154.63;10
GAZP;0;240508;102915;154.64;20
GAZP;0;240508;102916;154.63;10
GAZP;0;240508;102919;154.64;10
GAZP;0;240508;102920;154.64;10
GAZP;0;240508;102921;154.63;10
GAZP;0;240508;102923;154.63;40
GAZP;0;240508;102925;154.64;10
GAZP;0;240508;102926;154.64;50
GAZP;0;240508;102928;154.65;20
GAZP;0;240508;102928;154.65;10
GAZP;0;240508;102928;154.65;80
GAZP;0;240508;102929;154.65;110
GAZP;0;240508;102930;154.66;10
GAZP;0;240508;102931;154.65;900
GAZP;0;240508;102933;154.65;100
GAZP;0;240508;102933;154.64;400
GAZP;0;240508;102935;154.65;20
GAZP;0;240508;102935;154.66;10
GAZP;0;240508;102937;154.66;10
GAZP;0;240508;102939;154.65;10
GAZP;0;240508;102940;154.66;20
GAZP;0;240508;102940;154.66;20
GAZP;0;240508;102941;154.66;150
GAZP;0;240508;102945;154.66;10
GAZP;0;240508;102950;154.65;10
GAZP;0;240508;102950;154.66;10
GAZP;0;240508;102951;154.66;40
GAZP;0;240508;102952;154.65;20
GAZP;0;240508;102955;154.66;10
GAZP;0;240508;102957;154.66;30
GAZP;0;240508;102958;154.65;620
GAZP;0;240508;102959;154.66;10
GAZP;0;240508;103000;154.66;90
GAZP;0;240508;103003;154.65;100
GAZP;0;240508;103005;154.66;20
GAZP;0;240508;103008;154.66;10
GAZP;0;240508;103008;154.65;20
GAZP;0;240508;103016;154.66;10
GAZP;0;240508;103016;154.66;30
GAZP;0;240508;103018;154.66;20
GAZP;0;240508;103019;154.66;10
GAZP;0;240508;103020;154.66;20
GAZP;0;240508;103022;154.66;20
GAZP;0;240508;103024;154.66;10
GAZP;0;240508;103025;154.65;50
GAZP;0;240508;103026;154.66;10
GAZP;0;240508;103026;154.66;10
GAZP;0;240508;103030;154.65;250
GAZP;0;240508;103030;154.66;80
GAZP;0;240508;103034;154.65;100
GAZP;0;240508;103035;154.66;10
GAZP;0;240508;103035;154.65;10
GAZP;0;240508;103038;154.66;10
GAZP;0;240508;103039;154.65;10
GAZP;0;240508;103040;154.66;10
GAZP;0;240508;103040;154.65;340
GAZP;0;240508;103040;154.65;30
GAZP;0;240508;103040;154.65;10
GAZP;0;240508;103040;154.65;10
GAZP;0;240508;103040;154.65;40
GAZP;0;240508;103040;154.64;10
GAZP;0;240508;103040;154.64;10
GAZP;0;240508;103040;154.64;50
GAZP;0;240508;103042;154.65;20
GAZP;0;240508;103043;154.64;50
GAZP;0;240508;103043;154.64;10
GAZP;0;240508;103043;154.63;10
GAZP;0;240508;103043;154.63;280
GAZP;0;240508;103045;154.64;10
GAZP;0;240508;103046;154.63;70
GAZP;0;240508;103046;154.63;10
GAZP;0;240508;103046;154.63;10
GAZP;0;240508;103046;154.63;10
GAZP;0;240508;103046;154.63;100
GAZP;0;240508;103046;154.63;10
GAZP;0;240508;103047;154.63;200
GAZP;0;240508;103049;154.63;590
GAZP;0;240508;103049;154.63;10
GAZP;0;240508;103049;154.63;1300
GAZP;0;240508;103050;154.63;20
GAZP;0;240508;103050;154.63;20
GAZP;0;240508;103050;154.62;200
GAZP;0;240508;103051;154.63;160
GAZP;0;240508;103051;154.63;440
GAZP;0;240508;103052;154.63;20
GAZP;0;240508;103052;154.63;300
GAZP;0;240508;103052;154.63;1010
GAZP;0;240508;103055;154.62;30
GAZP;0;240508;103055;154.63;10
GAZP;0;240508;103055;154.63;10
GAZP;0;240508;103057;154.63;10
GAZP;0;240508;103057;154.63;10
GAZP;0;240508;103100;154.63;10
GAZP;0;240508;103100;154.63;10
GAZP;0;240508;103100;154.63;10
GAZP;0;240508;103101;154.62;10
GAZP;0;240508;103102;154.63;10
GAZP;0;240508;103104;154.63;20
GAZP;0;240508;103105;154.63;10
GAZP;0;240508;103105;154.63;10
GAZP;0;240508;103108;154.63;10
GAZP;0;240508;103108;154.63;670
GAZP;0;240508;103108;154.63;230
GAZP;0;240508;103109;154.63;260
GAZP;0;240508;103110;154.63;20
GAZP;0;240508;103110;154.63;20
GAZP;0;240508;103111;154.62;650
GAZP;0;240508;103112;154.62;10
GAZP;0;240508;103112;154.63;10
GAZP;0;240508;103112;154.63;10
GAZP;0;240508;103112;154.63;10
GAZP;0;240508;103113;154.62;20
GAZP;0;240508;103113;154.63;10
GAZP;0;240508;103114;154.62;500
GAZP;0;240508;103115;154.63;10
GAZP;0;240508;103115;154.63;10
GAZP;0;240508;103115;154.63;10
GAZP;0;240508;103115;154.63;50
GAZP;0;240508;103119;154.63;10
GAZP;0;240508;103120;154.63;10
GAZP;0;240508;103120;154.63;10
GAZP;0;240508;103120;154.63;50
GAZP;0;240508;103120;154.63;10
GAZP;0;240508;103122;154.63;10
GAZP;0;240508;103125;154.63;10
GAZP;0;240508;103125;154.63;10
GAZP;0;240508;103125;154.63;10
GAZP;0;240508;103127;154.63;20
GAZP;0;240508;103129;154.63;10
GAZP;0;240508;103130;154.63;20
GAZP;0;240508;103130;154.63;20
GAZP;0;240508;103130;154.63;40
GAZP;0;240508;103132;154.62;10
GAZP;0;240508;103133;154.63;10
GAZP;0;240508;103135;154.63;10
GAZP;0;240508;103135;154.63;10
GAZP;0;240508;103135;154.63;40
GAZP;0;240508;103136;154.63;10
GAZP;0;240508;103136;154.62;7000
GAZP;0;240508;103139;154.62;10
GAZP;0;240508;103139;154.63;30
GAZP;0;240508;103140;154.63;10
GAZP;0;240508;103144;154.63;80
GAZP;0;240508;103144;154.62;300
GAZP;0;240508;103145;154.63;10
GAZP;0;240508;103146;154.63;30
GAZP;0;240508;103146;154.62;40
GAZP;0;240508;103149;154.62;200
GAZP;0;240508;103149;154.63;770
GAZP;0;240508;103149;154.63;10
GAZP;0;240508;103149;154.63;140
GAZP;0;240508;103149;154.63;80
GAZP;0;240508;103150;154.62;60
GAZP;0;240508;103150;154.62;10
GAZP;0;240508;103150;154.62;10
GAZP;0;240508;103150;154.62;10
GAZP;0;240508;103150;154.62;10
GAZP;0;240508;103150;154.62;10
GAZP;0;240508;103150;154.62;10
GAZP;0;240508;103150;154.62;10
GAZP;0;240508;103150;154.62;10
GAZP;0;240508;103150;154.62;10
GAZP;0;240508;103150;154.61;20
GAZP;0;240508;103150;154.61;80
GAZP;0;240508;103150;154.63;20
GAZP;0;240508;103150;154.61;1490
GAZP;0;240508;103150;154.61;10
GAZP;0;240508;103150;154.61;40
GAZP;0;240508;103150;154.6;10
GAZP;0;240508;103150;154.6;20
GAZP;0;240508;103150;154.6;10
GAZP;0;240508;103150;154.6;20
GAZP;0;240508;103150;154.6;30
GAZP;0;240508;103150;154.6;1000
GAZP;0;240508;103150;154.6;10
GAZP;0;240508;103150;154.6;10
GAZP;0;240508;103150;154.6;10
GAZP;0;240508;103150;154.6;10
GAZP;0;240508;103150;154.6;100
GAZP;0;240508;103150;154.6;10
GAZP;0;240508;103150;154.6;20
GAZP;0;240508;103150;154.6;130
GAZP;0;240508;103150;154.6;300
GAZP;0;240508;103150;154.6;980
GAZP;0;240508;103150;154.59;50
GAZP;0;240508;103150;154.59;10
GAZP;0;240508;103150;154.59;10
GAZP;0;240508;103150;154.59;10
GAZP;0;240508;103150;154.58;10
GAZP;0;240508;103150;154.58;3390
GAZP;0;240508;103151;154.58;400
GAZP;0;240508;103155;154.59;40
GAZP;0;240508;103155;154.59;10
GAZP;0;240508;103155;154.6;50
GAZP;0;240508;103158;154.6;20
GAZP;0;240508;103159;154.58;10
GAZP;0;240508;103159;154.58;10
GAZP;0;240508;103201;154.6;20
GAZP;0;240508;103202;154.6;10
GAZP;0;240508;103204;154.6;150
GAZP;0;240508;103204;154.6;620
GAZP;0;240508;103204;154.61;780
GAZP;0;240508;103204;154.62;550
GAZP;0;240508;103205;154.62;70
GAZP;0;240508;103206;154.59;10
GAZP;0;240508;103206;154.59;1500
GAZP;0;240508;103206;154.59;10
GAZP;0;240508;103206;154.58;2500
GAZP;0;240508;103206;154.59;10
GAZP;0;240508;103206;154.59;10
GAZP;0;240508;103207;154.59;10
GAZP;0;240508;103208;154.58;10
GAZP;0;240508;103209;154.59;50
GAZP;0;240508;103210;154.59;10
GAZP;0;240508;103210;154.59;10
GAZP;0;240508;103215;154.6;20
GAZP;0;240508;103217;154.63;10
GAZP;0;240508;103217;154.63;10
GAZP;0;240508;103218;154.61;500
GAZP;0;240508;103220;154.61;300
GAZP;0;240508;103220;154.62;10
GAZP;0;240508;103220;154.62;70
GAZP;0;240508;103224;154.63;10
GAZP;0;240508;103224;154.63;100
GAZP;0;240508;103225;154.62;10
GAZP;0;240508;103225;154.61;800
GAZP;0;240508;103225;154.6;10
GAZP;0;240508;103226;154.58;10
GAZP;0;240508;103226;154.58;270
GAZP;0;240508;103226;154.6;10
GAZP;0;240508;103228;154.6;80
GAZP;0;240508;103230;154.6;10
GAZP;0;240508;103233;154.6;20
GAZP;0;240508;103233;154.6;100
GAZP;0;240508;103233;154.62;100
GAZP;0;240508;103233;154.62;20
GAZP;0;240508;103235;154.62;20
GAZP;0;240508;103235;154.62;20
GAZP;0;240508;103237;154.62;30
GAZP;0;240508;103238;154.63;20
GAZP;0;240508;103238;154.65;20
GAZP;0;240508;103238;154.65;10
GAZP;0;240508;103238;154.65;450
GAZP;0;240508;103239;154.66;40
GAZP;0;240508;103239;154.66;260
GAZP;0;240508;103239;154.65;800
GAZP;0;240508;103239;154.65;1000
GAZP;0;240508;103239;154.65;600
GAZP;0;240508;103240;154.66;10
GAZP;0;240508;103240;154.65;660
GAZP;0;240508;103240;154.65;340
GAZP;0;240508;103242;154.66;10
GAZP;0;240508;103245;154.66;10
GAZP;0;240508;103248;154.66;100
GAZP;0;240508;103249;154.66;10
GAZP;0;240508;103250;154.66;20
GAZP;0;240508;103250;154.65;500
GAZP;0;240508;103250;154.66;10
GAZP;0;240508;103252;154.66;10
GAZP;0;240508;103253;154.66;60
GAZP;0;240508;103253;154.67;50
GAZP;0;240508;103253;154.67;650
GAZP;0;240508;103253;154.68;2030
GAZP;0;240508;103253;154.68;630
GAZP;0;240508;103253;154.68;300
GAZP;0;240508;103253;154.68;2270
GAZP;0;240508;103253;154.69;1200
GAZP;0;240508;103253;154.69;2810
GAZP;0;240508;103253;154.67;800
GAZP;0;240508;103253;154.67;10
GAZP;0;240508;103253;154.66;1500
GAZP;0;240508;103253;154.66;260
GAZP;0;240508;103257;154.65;10
GAZP;0;240508;103257;154.62;70
GAZP;0;240508;103257;154.62;20
GAZP;0;240508;103257;154.61;10
GAZP;0;240508;103257;154.61;20
GAZP;0;240508;103257;154.61;170
GAZP;0;240508;103257;154.64;20
GAZP;0;240508;103257;154.61;170
GAZP;0;240508;103257;154.61;630
GAZP;0;240508;103257;154.6;110
GAZP;0;240508;103257;154.6;20
GAZP;0;240508;103257;154.6;300
GAZP;0;240508;103257;154.59;10
GAZP;0;240508;103257;154.59;3900
GAZP;0;240508;103257;154.58;10
GAZP;0;240508;103257;154.58;1330
GAZP;0;240508;103257;154.58;5000
GAZP;0;240508;103257;154.57;10
GAZP;0;240508;103257;154.57;10
GAZP;0;240508;103257;154.57;900
GAZP;0;240508;103257;154.57;3140
GAZP;0;240508;103257;154.57;30
GAZP;0;240508;103257;154.57;40
GAZP;0;240508;103257;154.57;3000
GAZP;0;240508;103257;154.57;390
GAZP;0;240508;103259;154.59;10
GAZP;0;240508;103300;154.6;10
GAZP;0;240508;103301;154.58;10
GAZP;0;240508;103301;154.57;10
GAZP;0;240508;103304;154.58;10
GAZP;0;240508;103305;154.58;10
GAZP;0;240508;103305;154.58;10
GAZP;0;240508;103310;154.59;10
GAZP;0;240508;103310;154.59;10
GAZP;0;240508;103311;154.6;30
GAZP;0;240508;103311;154.57;50
GAZP;0;240508;103311;154.6;200
GAZP;0;240508;103311;154.6;190
GAZP;0;240508;103312;154.6;10
GAZP;0;240508;103314;154.6;100
GAZP;0;240508;103314;154.6;10
GAZP;0;240508;103315;154.59;560
GAZP;0;240508;103315;154.6;10
GAZP;0;240508;103315;154.6;10
GAZP;0;240508;103319;154.6;80
GAZP;0;240508;103320;154.6;20
GAZP;0;240508;103320;154.6;20
GAZP;0;240508;103322;154.59;100
GAZP;0;240508;103322;154.6;10
GAZP;0;240508;103324;154.59;10
GAZP;0;240508;103324;154.6;10
GAZP;0;240508;103324;154.59;40
GAZP;0;240508;103324;154.59;10
GAZP;0;240508;103325;154.59;10
GAZP;0;240508;103325;154.59;10
GAZP;0;240508;103325;154.59;10
GAZP;0;240508;103325;154.59;10
GAZP;0;240508;103325;154.59;10
GAZP;0;240508;103327;154.59;10
GAZP;0;240508;103328;154.59;10
GAZP;0;240508;103329;154.59;10
GAZP;0;240508;103330;154.59;10
GAZP;0;240508;103330;154.59;10
GAZP;0;240508;103331;154.59;10
GAZP;0;240508;103333;154.58;500
GAZP;0;240508;103334;154.59;10
GAZP;0;240508;103334;154.59;10
GAZP;0;240508;103335;154.59;20
GAZP;0;240508;103335;154.6;10
GAZP;0;240508;103335;154.6;10
GAZP;0;240508;103337;154.6;40
GAZP;0;240508;103337;154.58;560
GAZP;0;240508;103338;154.6;10
GAZP;0;240508;103340;154.58;110
GAZP;0;240508;103340;154.6;20
GAZP;0;240508;103340;154.6;20
GAZP;0;240508;103341;154.6;20
GAZP;0;240508;103342;154.6;10
GAZP;0;240508;103342;154.6;10
GAZP;0;240508;103345;154.6;10
GAZP;0;240508;103345;154.6;10
GAZP;0;240508;103346;154.59;10
GAZP;0;240508;103348;154.6;50
GAZP;0;240508;103348;154.6;10
GAZP;0;240508;103349;154.6;10
GAZP;0;240508;103350;154.59;540
GAZP;0;240508;103350;154.59;800
GAZP;0;240508;103350;154.59;920
GAZP;0;240508;103350;154.6;10
GAZP;0;240508;103350;154.6;10
GAZP;0;240508;103352;154.6;10
GAZP;0;240508;103352;154.59;10
GAZP;0;240508;103352;154.6;10
GAZP;0;240508;103355;154.6;10
GAZP;0;240508;103355;154.6;10
GAZP;0;240508;103358;154.61;100
GAZP;0;240508;103400;154.6;10
GAZP;0;240508;103400;154.6;90
GAZP;0;240508;103400;154.62;10
GAZP;0;240508;103403;154.62;350
GAZP;0;240508;103405;154.62;20
GAZP;0;240508;103406;154.62;30
GAZP;0;240508;103410;154.62;30
GAZP;0;240508;103410;154.62;10
GAZP;0;240508;103410;154.62;10
GAZP;0;240508;103415;154.62;10
GAZP;0;240508;103417;154.61;150
GAZP;0;240508;103417;154.62;500
GAZP;0;240508;103420;154.61;70
GAZP;0;240508;103420;154.62;10
GAZP;0;240508;103423;154.62;20
GAZP;0;240508;103423;154.62;30
GAZP;0;240508;103425;154.62;20
GAZP;0;240508;103425;154.62;10
GAZP;0;240508;103425;154.62;10
GAZP;0;240508;103428;154.61;10
GAZP;0;240508;103430;154.62;10
GAZP;0;240508;103430;154.61;10
GAZP;0;240508;103430;154.61;10
GAZP;0;240508;103430;154.6;50
GAZP;0;240508;103430;154.6;210
GAZP;0;240508;103430;154.6;10
GAZP;0;240508;103430;154.6;210
GAZP;0;240508;103431;154.62;10
GAZP;0;240508;103433;154.62;10
GAZP;0;240508;103435;154.61;10
GAZP;0;240508;103435;154.61;10
GAZP;0;240508;103435;154.61;10
GAZP;0;240508;103440;154.61;10
GAZP;0;240508;103440;154.61;10
GAZP;0;240508;103442;154.61;2780
GAZP;0;240508;103442;154.62;470
GAZP;0;240508;103442;154.63;200
GAZP;0;240508;103442;154.63;440
GAZP;0;240508;103442;154.63;110
GAZP;0;240508;103445;154.64;10
GAZP;0;240508;103445;154.65;20
GAZP;0;240508;103449;154.64;10
GAZP;0;240508;103449;154.63;550
GAZP;0;240508;103449;154.65;10
GAZP;0;240508;103450;154.65;10
GAZP;0;240508;103453;154.65;100
GAZP;0;240508;103458;154.65;60
GAZP;0;240508;103459;154.65;10
GAZP;0;240508;103459;154.65;10
GAZP;0;240508;103500;154.66;10
GAZP;0;240508;103501;154.65;380
GAZP;0;240508;103501;154.65;180
GAZP;0;240508;103504;154.66;100
GAZP;0;240508;103507;154.65;200
GAZP;0;240508;103510;154.66;50
GAZP;0;240508;103511;154.66;10
GAZP;0;240508;103512;154.66;30
GAZP;0;240508;103512;154.66;240
GAZP;0;240508;103513;154.65;20
GAZP;0;240508;103515;154.66;30
GAZP;0;240508;103515;154.66;210
GAZP;0;240508;103515;154.67;10
GAZP;0;240508;103515;154.67;10
GAZP;0;240508;103515;154.67;380
GAZP;0;240508;103515;154.67;100
GAZP;0;240508;103515;154.68;200
GAZP;0;240508;103515;154.68;1350
GAZP;0;240508;103515;154.69;1740
GAZP;0;240508;103515;154.69;10
GAZP;0;240508;103515;154.69;10
GAZP;0;240508;103519;154.69;100
GAZP;0;240508;103520;154.7;10
GAZP;0;240508;103523;154.7;30
GAZP;0;240508;103525;154.7;10
GAZP;0;240508;103526;154.7;190
GAZP;0;240508;103529;154.7;10
GAZP;0;240508;103530;154.69;10
GAZP;0;240508;103530;154.68;390
GAZP;0;240508;103530;154.7;20
GAZP;0;240508;103533;154.68;410
GAZP;0;240508;103533;154.68;590
GAZP;0;240508;103534;154.7;1000
GAZP;0;240508;103535;154.7;10
GAZP;0;240508;103537;154.7;4350
GAZP;0;240508;103537;154.7;100
GAZP;0;240508;103537;154.7;200
GAZP;0;240508;103537;154.7;50
GAZP;0;240508;103537;154.7;100
GAZP;0;240508;103537;154.7;20
GAZP;0;240508;103537;154.7;1000
GAZP;0;240508;103537;154.7;20
GAZP;0;240508;103537;154.7;10
GAZP;0;240508;103537;154.7;20
GAZP;0;240508;103537;154.7;20
GAZP;0;240508;103537;154.7;10
GAZP;0;240508;103537;154.7;500
GAZP;0;240508;103537;154.7;50
GAZP;0;240508;103537;154.7;10
GAZP;0;240508;103537;154.7;1000
GAZP;0;240508;103537;154.7;170
GAZP;0;240508;103537;154.7;370
GAZP;0;240508;103537;154.7;300
GAZP;0;240508;103537;154.7;30
GAZP;0;240508;103538;154.69;10
GAZP;0;240508;103542;154.7;3000
GAZP;0;240508;103543;154.7;400
GAZP;0;240508;103545;154.7;10
GAZP;0;240508;103546;154.69;10
GAZP;0;240508;103546;154.69;10
GAZP;0;240508;103549;154.68;10
GAZP;0;240508;103549;154.69;20
GAZP;0;240508;103550;154.69;40
GAZP;0;240508;103550;154.69;10
GAZP;0;240508;103550;154.69;10
GAZP;0;240508;103552;154.69;10
GAZP;0;240508;103553;154.68;400
GAZP;0;240508;103553;154.68;370
GAZP;0;240508;103553;154.68;10
GAZP;0;240508;103553;154.68;10
GAZP;0;240508;103553;154.68;70
GAZP;0;240508;103556;154.68;60
GAZP;0;240508;103557;154.67;100
GAZP;0;240508;103603;154.68;20
GAZP;0;240508;103607;154.68;30
GAZP;0;240508;103608;154.68;400
GAZP;0;240508;103612;154.68;200
GAZP;0;240508;103613;154.68;180
GAZP;0;240508;103613;154.68;150
GAZP;0;240508;103616;154.68;70
GAZP;0;240508;103617;154.67;10
GAZP;0;240508;103617;154.68;120
GAZP;0;240508;103620;154.68;10
GAZP;0;240508;103622;154.67;40
GAZP;0;240508;103623;154.68;430
GAZP;0;240508;103623;154.68;490
GAZP;0;240508;103623;154.68;80
GAZP;0;240508;103624;154.68;10
GAZP;0;240508;103626;154.67;60
GAZP;0;240508;103627;154.68;10
GAZP;0;240508;103629;154.67;50
GAZP;0;240508;103631;154.67;10
GAZP;0;240508;103631;154.67;190
GAZP;0;240508;103631;154.68;950
GAZP;0;240508;103631;154.68;800
GAZP;0;240508;103631;154.68;1500
GAZP;0;240508;103631;154.68;1170
GAZP;0;240508;103631;154.68;80
GAZP;0;240508;103633;154.67;130
GAZP;0;240508;103633;154.67;140
GAZP;0;240508;103633;154.66;20
GAZP;0;240508;103633;154.66;30
GAZP;0;240508;103633;154.66;40
GAZP;0;240508;103633;154.66;310
GAZP;0;240508;103633;154.65;40
GAZP;0;240508;103633;154.65;510
GAZP;0;240508;103633;154.65;50
GAZP;0;240508;103633;154.64;80
GAZP;0;240508;103633;154.65;60
